author,comment,clean_comment,tokens,trigrams
@jaluprayoga,Emang King Goblin tidak bisa dipercaya!,emang king goblin tidak bisa dipercaya!,"['emang', 'king', 'goblin', 'tidak', 'bisa', 'dipercaya', '!']","[('emang', 'king', 'goblin'), ('king', 'goblin', 'tidak'), ('goblin', 'tidak', 'bisa'), ('tidak', 'bisa', 'dipercaya'), ('bisa', 'dipercaya', '!')]"
@zymponichydrosystem7882,"Setiap kali ini diangkat, respons Kementerian dan pemerintah selalu sama karena kita tidak punya SDM yang layak dan infrastruktur yang memadai. Bayangkan 40 tahun lebih jawabannya masih sama. Emang sengaja dibikin seperti itu, karena mengincar fee dan komisi dari arus impor.","setiap kali ini diangkat, respons kementerian dan pemerintah selalu sama karena kita tidak punya sdm yang layak dan infrastruktur yang memadai. bayangkan 40 tahun lebih jawabannya masih sama. emang sengaja dibikin seperti itu, karena mengincar fee dan komisi dari arus impor.","['setiap', 'kali', 'ini', 'diangkat', ',', 'respons', 'kementerian', 'dan', 'pemerintah', 'selalu', 'sama', 'karena', 'kita', 'tidak', 'punya', 'sdm', 'yang', 'layak', 'dan', 'infrastruktur', 'yang', 'memadai', '.', 'bayangkan', '40', 'tahun', 'lebih', 'jawabannya', 'masih', 'sama', '.', 'emang', 'sengaja', 'dibikin', 'seperti', 'itu', ',', 'karena', 'mengincar', 'fee', 'dan', 'komisi', 'dari', 'arus', 'impor', '.']","[('setiap', 'kali', 'ini'), ('kali', 'ini', 'diangkat'), ('ini', 'diangkat', ','), ('diangkat', ',', 'respons'), (',', 'respons', 'kementerian'), ('respons', 'kementerian', 'dan'), ('kementerian', 'dan', 'pemerintah'), ('dan', 'pemerintah', 'selalu'), ('pemerintah', 'selalu', 'sama'), ('selalu', 'sama', 'karena'), ('sama', 'karena', 'kita'), ('karena', 'kita', 'tidak'), ('kita', 'tidak', 'punya'), ('tidak', 'punya', 'sdm'), ('punya', 'sdm', 'yang'), ('sdm', 'yang', 'layak'), ('yang', 'layak', 'dan'), ('layak', 'dan', 'infrastruktur'), ('dan', 'infrastruktur', 'yang'), ('infrastruktur', 'yang', 'memadai'), ('yang', 'memadai', '.'), ('memadai', '.', 'bayangkan'), ('.', 'bayangkan', '40'), ('bayangkan', '40', 'tahun'), ('40', 'tahun', 'lebih'), ('tahun', 'lebih', 'jawabannya'), ('lebih', 'jawabannya', 'masih'), ('jawabannya', 'masih', 'sama'), ('masih', 'sama', '.'), ('sama', '.', 'emang'), ('.', 'emang', 'sengaja'), ('emang', 'sengaja', 'dibikin'), ('sengaja', 'dibikin', 'seperti'), ('dibikin', 'seperti', 'itu'), ('seperti', 'itu', ','), ('itu', ',', 'karena'), (',', 'karena', 'mengincar'), ('karena', 'mengincar', 'fee'), ('mengincar', 'fee', 'dan'), ('fee', 'dan', 'komisi'), ('dan', 'komisi', 'dari'), ('komisi', 'dari', 'arus'), ('dari', 'arus', 'impor'), ('arus', 'impor', '.')]"
@arissugianto5918,"modus mafia agar selalu import minyak,harusnya bumn dan menteri pertamina si restar ulang,buang virusnya","modus mafia agar selalu import minyak,harusnya bumn dan menteri pertamina si restar ulang,buang virusnya","['modus', 'mafia', 'agar', 'selalu', 'import', 'minyak', ',', 'harusnya', 'bumn', 'dan', 'menteri', 'pertamina', 'si', 'restar', 'ulang', ',', 'buang', 'virusnya']","[('modus', 'mafia', 'agar'), ('mafia', 'agar', 'selalu'), ('agar', 'selalu', 'import'), ('selalu', 'import', 'minyak'), ('import', 'minyak', ','), ('minyak', ',', 'harusnya'), (',', 'harusnya', 'bumn'), ('harusnya', 'bumn', 'dan'), ('bumn', 'dan', 'menteri'), ('dan', 'menteri', 'pertamina'), ('menteri', 'pertamina', 'si'), ('pertamina', 'si', 'restar'), ('si', 'restar', 'ulang'), ('restar', 'ulang', ','), ('ulang', ',', 'buang'), (',', 'buang', 'virusnya')]"
@rusdiyantoppbdc4447,"Mantap Mentri yg kaya gini yg harus didukung,smoga slalu sehat Pak Mentri dan P Prabowo","mantap mentri yg kaya gini yg harus didukung,smoga slalu sehat pak mentri dan p prabowo","['mantap', 'mentri', 'yg', 'kaya', 'gini', 'yg', 'harus', 'didukung', ',', 'smoga', 'slalu', 'sehat', 'pak', 'mentri', 'dan', 'p', 'prabowo']","[('mantap', 'mentri', 'yg'), ('mentri', 'yg', 'kaya'), ('yg', 'kaya', 'gini'), ('kaya', 'gini', 'yg'), ('gini', 'yg', 'harus'), ('yg', 'harus', 'didukung'), ('harus', 'didukung', ','), ('didukung', ',', 'smoga'), (',', 'smoga', 'slalu'), ('smoga', 'slalu', 'sehat'), ('slalu', 'sehat', 'pak'), ('sehat', 'pak', 'mentri'), ('pak', 'mentri', 'dan'), ('mentri', 'dan', 'p'), ('dan', 'p', 'prabowo')]"
@rupalaku,"Hidup menkeu !!! Maju terus.
Ayo Pak Presiden, babat siapapun yang menghalangi kemakmuran RI.","hidup menkeu !!! maju terus.
ayo pak presiden, babat siapapun yang menghalangi kemakmuran ri.","['hidup', 'menkeu', '!', '!', '!', 'maju', 'terus', '.', 'ayo', 'pak', 'presiden', ',', 'babat', 'siapapun', 'yang', 'menghalangi', 'kemakmuran', 'ri', '.']","[('hidup', 'menkeu', '!'), ('menkeu', '!', '!'), ('!', '!', '!'), ('!', '!', 'maju'), ('!', 'maju', 'terus'), ('maju', 'terus', '.'), ('terus', '.', 'ayo'), ('.', 'ayo', 'pak'), ('ayo', 'pak', 'presiden'), ('pak', 'presiden', ','), ('presiden', ',', 'babat'), (',', 'babat', 'siapapun'), ('babat', 'siapapun', 'yang'), ('siapapun', 'yang', 'menghalangi'), ('yang', 'menghalangi', 'kemakmuran'), ('menghalangi', 'kemakmuran', 'ri'), ('kemakmuran', 'ri', '.')]"
@drLossaDDano,Koreksi pak kilang sungai pakning masih beroperasi ya pak alias masih jalan.....minyak mentahnya dari lirik dan sekitar nya,koreksi pak kilang sungai pakning masih beroperasi ya pak alias masih jalan.....minyak mentahnya dari lirik dan sekitar nya,"['koreksi', 'pak', 'kilang', 'sungai', 'pakning', 'masih', 'beroperasi', 'ya', 'pak', 'alias', 'masih', 'jalan', '.....', 'minyak', 'mentahnya', 'dari', 'lirik', 'dan', 'sekitar', 'nya']","[('koreksi', 'pak', 'kilang'), ('pak', 'kilang', 'sungai'), ('kilang', 'sungai', 'pakning'), ('sungai', 'pakning', 'masih'), ('pakning', 'masih', 'beroperasi'), ('masih', 'beroperasi', 'ya'), ('beroperasi', 'ya', 'pak'), ('ya', 'pak', 'alias'), ('pak', 'alias', 'masih'), ('alias', 'masih', 'jalan'), ('masih', 'jalan', '.....'), ('jalan', '.....', 'minyak'), ('.....', 'minyak', 'mentahnya'), ('minyak', 'mentahnya', 'dari'), ('mentahnya', 'dari', 'lirik'), ('dari', 'lirik', 'dan'), ('lirik', 'dan', 'sekitar'), ('dan', 'sekitar', 'nya')]"
@decha1411,Tolong dong pejabat yang jangan bikin kesel aja,tolong dong pejabat yang jangan bikin kesel aja,"['tolong', 'dong', 'pejabat', 'yang', 'jangan', 'bikin', 'kesel', 'aja']","[('tolong', 'dong', 'pejabat'), ('dong', 'pejabat', 'yang'), ('pejabat', 'yang', 'jangan'), ('yang', 'jangan', 'bikin'), ('jangan', 'bikin', 'kesel'), ('bikin', 'kesel', 'aja')]"
@dikyjebret,"aura bahlil suram, aura Pak Purbaya Bersinar","aura bahlil suram, aura pak purbaya bersinar","['aura', 'bahlil', 'suram', ',', 'aura', 'pak', 'purbaya', 'bersinar']","[('aura', 'bahlil', 'suram'), ('bahlil', 'suram', ','), ('suram', ',', 'aura'), (',', 'aura', 'pak'), ('aura', 'pak', 'purbaya'), ('pak', 'purbaya', 'bersinar')]"
@memetwasiatmake5476,Efek koruptor PKI MERAJALELAH😡😡😡,efek koruptor pki merajalelah😡😡😡,"['efek', 'koruptor', 'pki', 'merajalelah😡😡😡']","[('efek', 'koruptor', 'pki'), ('koruptor', 'pki', 'merajalelah😡😡😡')]"
@Channel-ie7zq,"Memang susah menteri ESDM, salah satu mafiakah dia? Kecoak seperti ini suatu saat akan kena batunya dan semoga saat itu hukum mati buat koruptor dan perampasan aset koruptor dan keluarganya sudah berlaku","memang susah menteri esdm, salah satu mafiakah dia? kecoak seperti ini suatu saat akan kena batunya dan semoga saat itu hukum mati buat koruptor dan perampasan aset koruptor dan keluarganya sudah berlaku","['memang', 'susah', 'menteri', 'esdm', ',', 'salah', 'satu', 'mafiakah', 'dia', '?', 'kecoak', 'seperti', 'ini', 'suatu', 'saat', 'akan', 'kena', 'batunya', 'dan', 'semoga', 'saat', 'itu', 'hukum', 'mati', 'buat', 'koruptor', 'dan', 'perampasan', 'aset', 'koruptor', 'dan', 'keluarganya', 'sudah', 'berlaku']","[('memang', 'susah', 'menteri'), ('susah', 'menteri', 'esdm'), ('menteri', 'esdm', ','), ('esdm', ',', 'salah'), (',', 'salah', 'satu'), ('salah', 'satu', 'mafiakah'), ('satu', 'mafiakah', 'dia'), ('mafiakah', 'dia', '?'), ('dia', '?', 'kecoak'), ('?', 'kecoak', 'seperti'), ('kecoak', 'seperti', 'ini'), ('seperti', 'ini', 'suatu'), ('ini', 'suatu', 'saat'), ('suatu', 'saat', 'akan'), ('saat', 'akan', 'kena'), ('akan', 'kena', 'batunya'), ('kena', 'batunya', 'dan'), ('batunya', 'dan', 'semoga'), ('dan', 'semoga', 'saat'), ('semoga', 'saat', 'itu'), ('saat', 'itu', 'hukum'), ('itu', 'hukum', 'mati'), ('hukum', 'mati', 'buat'), ('mati', 'buat', 'koruptor'), ('buat', 'koruptor', 'dan'), ('koruptor', 'dan', 'perampasan'), ('dan', 'perampasan', 'aset'), ('perampasan', 'aset', 'koruptor'), ('aset', 'koruptor', 'dan'), ('koruptor', 'dan', 'keluarganya'), ('dan', 'keluarganya', 'sudah'), ('keluarganya', 'sudah', 'berlaku')]"
@Dyah_nada,KLO bangun kilang ntar GK bisa impor dong GK bisa korupsi dong GK bisa ngopolos dong..,klo bangun kilang ntar gk bisa impor dong gk bisa korupsi dong gk bisa ngopolos dong..,"['klo', 'bangun', 'kilang', 'ntar', 'gk', 'bisa', 'impor', 'dong', 'gk', 'bisa', 'korupsi', 'dong', 'gk', 'bisa', 'ngopolos', 'dong', '..']","[('klo', 'bangun', 'kilang'), ('bangun', 'kilang', 'ntar'), ('kilang', 'ntar', 'gk'), ('ntar', 'gk', 'bisa'), ('gk', 'bisa', 'impor'), ('bisa', 'impor', 'dong'), ('impor', 'dong', 'gk'), ('dong', 'gk', 'bisa'), ('gk', 'bisa', 'korupsi'), ('bisa', 'korupsi', 'dong'), ('korupsi', 'dong', 'gk'), ('dong', 'gk', 'bisa'), ('gk', 'bisa', 'ngopolos'), ('bisa', 'ngopolos', 'dong'), ('ngopolos', 'dong', '..')]"
@Floosyna,"Fun fact klo impor per barrel under 50$, ak kaget si dia blgnya 10.000$ per barrel. klo gitu Pertamina ga bagi dividen sahamnya karena laba ruginya terlalu besar klo mengikuti harga per barrel 10.000$ :)","fun fact klo impor per barrel under 50$, ak kaget si dia blgnya 10.000$ per barrel. klo gitu pertamina ga bagi dividen sahamnya karena laba ruginya terlalu besar klo mengikuti harga per barrel 10.000$ :)","['fun', 'fact', 'klo', 'impor', 'per', 'barrel', 'under', '50', '$', ',', 'ak', 'kaget', 'si', 'dia', 'blgnya', '10.000', '$', 'per', 'barrel', '.', 'klo', 'gitu', 'pertamina', 'ga', 'bagi', 'dividen', 'sahamnya', 'karena', 'laba', 'ruginya', 'terlalu', 'besar', 'klo', 'mengikuti', 'harga', 'per', 'barrel', '10.000', '$', ':', ')']","[('fun', 'fact', 'klo'), ('fact', 'klo', 'impor'), ('klo', 'impor', 'per'), ('impor', 'per', 'barrel'), ('per', 'barrel', 'under'), ('barrel', 'under', '50'), ('under', '50', '$'), ('50', '$', ','), ('$', ',', 'ak'), (',', 'ak', 'kaget'), ('ak', 'kaget', 'si'), ('kaget', 'si', 'dia'), ('si', 'dia', 'blgnya'), ('dia', 'blgnya', '10.000'), ('blgnya', '10.000', '$'), ('10.000', '$', 'per'), ('$', 'per', 'barrel'), ('per', 'barrel', '.'), ('barrel', '.', 'klo'), ('.', 'klo', 'gitu'), ('klo', 'gitu', 'pertamina'), ('gitu', 'pertamina', 'ga'), ('pertamina', 'ga', 'bagi'), ('ga', 'bagi', 'dividen'), ('bagi', 'dividen', 'sahamnya'), ('dividen', 'sahamnya', 'karena'), ('sahamnya', 'karena', 'laba'), ('karena', 'laba', 'ruginya'), ('laba', 'ruginya', 'terlalu'), ('ruginya', 'terlalu', 'besar'), ('terlalu', 'besar', 'klo'), ('besar', 'klo', 'mengikuti'), ('klo', 'mengikuti', 'harga'), ('mengikuti', 'harga', 'per'), ('harga', 'per', 'barrel'), ('per', 'barrel', '10.000'), ('barrel', '10.000', '$'), ('10.000', '$', ':'), ('$', ':', ')')]"
@zzz-ps3gs,Baru bangun tidur langsung halu😅,baru bangun tidur langsung halu😅,"['baru', 'bangun', 'tidur', 'langsung', 'halu😅']","[('baru', 'bangun', 'tidur'), ('bangun', 'tidur', 'langsung'), ('tidur', 'langsung', 'halu😅')]"
@wahyupirmansyah7322,"Ya Allah ini Bahlul kpn di copot sih, gas melon blunder, tambang, skrg BBM. Problematik bgt","ya allah ini bahlul kpn di copot sih, gas melon blunder, tambang, skrg bbm. problematik bgt","['ya', 'allah', 'ini', 'bahlul', 'kpn', 'di', 'copot', 'sih', ',', 'gas', 'melon', 'blunder', ',', 'tambang', ',', 'skrg', 'bbm', '.', 'problematik', 'bgt']","[('ya', 'allah', 'ini'), ('allah', 'ini', 'bahlul'), ('ini', 'bahlul', 'kpn'), ('bahlul', 'kpn', 'di'), ('kpn', 'di', 'copot'), ('di', 'copot', 'sih'), ('copot', 'sih', ','), ('sih', ',', 'gas'), (',', 'gas', 'melon'), ('gas', 'melon', 'blunder'), ('melon', 'blunder', ','), ('blunder', ',', 'tambang'), (',', 'tambang', ','), ('tambang', ',', 'skrg'), (',', 'skrg', 'bbm'), ('skrg', 'bbm', '.'), ('bbm', '.', 'problematik'), ('.', 'problematik', 'bgt')]"
@taufiqrahman6224,Penasaran apakah DPR bisa sidang mempertemukan Bahlil dan Pak Purbaya di sidang dan dihadiri Pak Prabowo. Biar dia tahu dari kedua menterinya mana yang harus dicopot karena pernyataan kontradiktifnya dengan aktual lapangan,penasaran apakah dpr bisa sidang mempertemukan bahlil dan pak purbaya di sidang dan dihadiri pak prabowo. biar dia tahu dari kedua menterinya mana yang harus dicopot karena pernyataan kontradiktifnya dengan aktual lapangan,"['penasaran', 'apakah', 'dpr', 'bisa', 'sidang', 'mempertemukan', 'bahlil', 'dan', 'pak', 'purbaya', 'di', 'sidang', 'dan', 'dihadiri', 'pak', 'prabowo', '.', 'biar', 'dia', 'tahu', 'dari', 'kedua', 'menterinya', 'mana', 'yang', 'harus', 'dicopot', 'karena', 'pernyataan', 'kontradiktifnya', 'dengan', 'aktual', 'lapangan']","[('penasaran', 'apakah', 'dpr'), ('apakah', 'dpr', 'bisa'), ('dpr', 'bisa', 'sidang'), ('bisa', 'sidang', 'mempertemukan'), ('sidang', 'mempertemukan', 'bahlil'), ('mempertemukan', 'bahlil', 'dan'), ('bahlil', 'dan', 'pak'), ('dan', 'pak', 'purbaya'), ('pak', 'purbaya', 'di'), ('purbaya', 'di', 'sidang'), ('di', 'sidang', 'dan'), ('sidang', 'dan', 'dihadiri'), ('dan', 'dihadiri', 'pak'), ('dihadiri', 'pak', 'prabowo'), ('pak', 'prabowo', '.'), ('prabowo', '.', 'biar'), ('.', 'biar', 'dia'), ('biar', 'dia', 'tahu'), ('dia', 'tahu', 'dari'), ('tahu', 'dari', 'kedua'), ('dari', 'kedua', 'menterinya'), ('kedua', 'menterinya', 'mana'), ('menterinya', 'mana', 'yang'), ('mana', 'yang', 'harus'), ('yang', 'harus', 'dicopot'), ('harus', 'dicopot', 'karena'), ('dicopot', 'karena', 'pernyataan'), ('karena', 'pernyataan', 'kontradiktifnya'), ('pernyataan', 'kontradiktifnya', 'dengan'), ('kontradiktifnya', 'dengan', 'aktual'), ('dengan', 'aktual', 'lapangan')]"
@MrxXride,"Ayo kita sama2 awasi setiap gerakan pejabat kita, akan terlihat jelas siapa yang bekerja memikirkan rakyat dan siapa yang cuma bekerja untuk kepentingan perut mereka sendiri, tandai muka2 para pejabat korup dan hanya memikirkan perut sendiri, ganyang skalian,😂😂","ayo kita sama2 awasi setiap gerakan pejabat kita, akan terlihat jelas siapa yang bekerja memikirkan rakyat dan siapa yang cuma bekerja untuk kepentingan perut mereka sendiri, tandai muka2 para pejabat korup dan hanya memikirkan perut sendiri, ganyang skalian,😂😂","['ayo', 'kita', 'sama2', 'awasi', 'setiap', 'gerakan', 'pejabat', 'kita', ',', 'akan', 'terlihat', 'jelas', 'siapa', 'yang', 'bekerja', 'memikirkan', 'rakyat', 'dan', 'siapa', 'yang', 'cuma', 'bekerja', 'untuk', 'kepentingan', 'perut', 'mereka', 'sendiri', ',', 'tandai', 'muka2', 'para', 'pejabat', 'korup', 'dan', 'hanya', 'memikirkan', 'perut', 'sendiri', ',', 'ganyang', 'skalian', ',', '😂😂']","[('ayo', 'kita', 'sama2'), ('kita', 'sama2', 'awasi'), ('sama2', 'awasi', 'setiap'), ('awasi', 'setiap', 'gerakan'), ('setiap', 'gerakan', 'pejabat'), ('gerakan', 'pejabat', 'kita'), ('pejabat', 'kita', ','), ('kita', ',', 'akan'), (',', 'akan', 'terlihat'), ('akan', 'terlihat', 'jelas'), ('terlihat', 'jelas', 'siapa'), ('jelas', 'siapa', 'yang'), ('siapa', 'yang', 'bekerja'), ('yang', 'bekerja', 'memikirkan'), ('bekerja', 'memikirkan', 'rakyat'), ('memikirkan', 'rakyat', 'dan'), ('rakyat', 'dan', 'siapa'), ('dan', 'siapa', 'yang'), ('siapa', 'yang', 'cuma'), ('yang', 'cuma', 'bekerja'), ('cuma', 'bekerja', 'untuk'), ('bekerja', 'untuk', 'kepentingan'), ('untuk', 'kepentingan', 'perut'), ('kepentingan', 'perut', 'mereka'), ('perut', 'mereka', 'sendiri'), ('mereka', 'sendiri', ','), ('sendiri', ',', 'tandai'), (',', 'tandai', 'muka2'), ('tandai', 'muka2', 'para'), ('muka2', 'para', 'pejabat'), ('para', 'pejabat', 'korup'), ('pejabat', 'korup', 'dan'), ('korup', 'dan', 'hanya'), ('dan', 'hanya', 'memikirkan'), ('hanya', 'memikirkan', 'perut'), ('memikirkan', 'perut', 'sendiri'), ('perut', 'sendiri', ','), ('sendiri', ',', 'ganyang'), (',', 'ganyang', 'skalian'), ('ganyang', 'skalian', ','), ('skalian', ',', '😂😂')]"
@syahruljailani9507,sya berharap ada mntri sekelas amran sulaiman di mentri esdm... beliau telah banyak memenjarakan pejabat2 di pertanian dan bos2 besar termasuk mafia impor dn mntri esdm juga harusnya bisa melakukan jalan yg sama,sya berharap ada mntri sekelas amran sulaiman di mentri esdm... beliau telah banyak memenjarakan pejabat2 di pertanian dan bos2 besar termasuk mafia impor dn mntri esdm juga harusnya bisa melakukan jalan yg sama,"['sya', 'berharap', 'ada', 'mntri', 'sekelas', 'amran', 'sulaiman', 'di', 'mentri', 'esdm', '...', 'beliau', 'telah', 'banyak', 'memenjarakan', 'pejabat2', 'di', 'pertanian', 'dan', 'bos2', 'besar', 'termasuk', 'mafia', 'impor', 'dn', 'mntri', 'esdm', 'juga', 'harusnya', 'bisa', 'melakukan', 'jalan', 'yg', 'sama']","[('sya', 'berharap', 'ada'), ('berharap', 'ada', 'mntri'), ('ada', 'mntri', 'sekelas'), ('mntri', 'sekelas', 'amran'), ('sekelas', 'amran', 'sulaiman'), ('amran', 'sulaiman', 'di'), ('sulaiman', 'di', 'mentri'), ('di', 'mentri', 'esdm'), ('mentri', 'esdm', '...'), ('esdm', '...', 'beliau'), ('...', 'beliau', 'telah'), ('beliau', 'telah', 'banyak'), ('telah', 'banyak', 'memenjarakan'), ('banyak', 'memenjarakan', 'pejabat2'), ('memenjarakan', 'pejabat2', 'di'), ('pejabat2', 'di', 'pertanian'), ('di', 'pertanian', 'dan'), ('pertanian', 'dan', 'bos2'), ('dan', 'bos2', 'besar'), ('bos2', 'besar', 'termasuk'), ('besar', 'termasuk', 'mafia'), ('termasuk', 'mafia', 'impor'), ('mafia', 'impor', 'dn'), ('impor', 'dn', 'mntri'), ('dn', 'mntri', 'esdm'), ('mntri', 'esdm', 'juga'), ('esdm', 'juga', 'harusnya'), ('juga', 'harusnya', 'bisa'), ('harusnya', 'bisa', 'melakukan'), ('bisa', 'melakukan', 'jalan'), ('melakukan', 'jalan', 'yg'), ('jalan', 'yg', 'sama')]"
@agengrachmawan4404,Coba audit total sampai karyawan karyawannya pertamina.... gandeng kpk pasti ada yang kena,coba audit total sampai karyawan karyawannya pertamina.... gandeng kpk pasti ada yang kena,"['coba', 'audit', 'total', 'sampai', 'karyawan', 'karyawannya', 'pertamina', '....', 'gandeng', 'kpk', 'pasti', 'ada', 'yang', 'kena']","[('coba', 'audit', 'total'), ('audit', 'total', 'sampai'), ('total', 'sampai', 'karyawan'), ('sampai', 'karyawan', 'karyawannya'), ('karyawan', 'karyawannya', 'pertamina'), ('karyawannya', 'pertamina', '....'), ('pertamina', '....', 'gandeng'), ('....', 'gandeng', 'kpk'), ('gandeng', 'kpk', 'pasti'), ('kpk', 'pasti', 'ada'), ('pasti', 'ada', 'yang'), ('ada', 'yang', 'kena')]"
@panditdjimat3009,"Purbaya vs Bahlil
S3 Luar negeri dipaksa berhadapan dengan IPK 2 koma.","purbaya vs bahlil
s3 luar negeri dipaksa berhadapan dengan ipk 2 koma.","['purbaya', 'vs', 'bahlil', 's3', 'luar', 'negeri', 'dipaksa', 'berhadapan', 'dengan', 'ipk', '2', 'koma', '.']","[('purbaya', 'vs', 'bahlil'), ('vs', 'bahlil', 's3'), ('bahlil', 's3', 'luar'), ('s3', 'luar', 'negeri'), ('luar', 'negeri', 'dipaksa'), ('negeri', 'dipaksa', 'berhadapan'), ('dipaksa', 'berhadapan', 'dengan'), ('berhadapan', 'dengan', 'ipk'), ('dengan', 'ipk', '2'), ('ipk', '2', 'koma'), ('2', 'koma', '.')]"
@yodhawillys,Tidak ada kemajuan. Tolong pak presiden. Negara ini butuh orang yang tepat dalam memimpin usaha milik negara.,tidak ada kemajuan. tolong pak presiden. negara ini butuh orang yang tepat dalam memimpin usaha milik negara.,"['tidak', 'ada', 'kemajuan', '.', 'tolong', 'pak', 'presiden', '.', 'negara', 'ini', 'butuh', 'orang', 'yang', 'tepat', 'dalam', 'memimpin', 'usaha', 'milik', 'negara', '.']","[('tidak', 'ada', 'kemajuan'), ('ada', 'kemajuan', '.'), ('kemajuan', '.', 'tolong'), ('.', 'tolong', 'pak'), ('tolong', 'pak', 'presiden'), ('pak', 'presiden', '.'), ('presiden', '.', 'negara'), ('.', 'negara', 'ini'), ('negara', 'ini', 'butuh'), ('ini', 'butuh', 'orang'), ('butuh', 'orang', 'yang'), ('orang', 'yang', 'tepat'), ('yang', 'tepat', 'dalam'), ('tepat', 'dalam', 'memimpin'), ('dalam', 'memimpin', 'usaha'), ('memimpin', 'usaha', 'milik'), ('usaha', 'milik', 'negara'), ('milik', 'negara', '.')]"
@syahruljailani9507,kalian sdh paham kan knpa harga bensin selalu naik dlm waktu yg berdekatan selama beberapa tahun terakhir... ini ni pelakunya mafia2 migas dan termasuk mafia impornya,kalian sdh paham kan knpa harga bensin selalu naik dlm waktu yg berdekatan selama beberapa tahun terakhir... ini ni pelakunya mafia2 migas dan termasuk mafia impornya,"['kalian', 'sdh', 'paham', 'kan', 'knpa', 'harga', 'bensin', 'selalu', 'naik', 'dlm', 'waktu', 'yg', 'berdekatan', 'selama', 'beberapa', 'tahun', 'terakhir', '...', 'ini', 'ni', 'pelakunya', 'mafia2', 'migas', 'dan', 'termasuk', 'mafia', 'impornya']","[('kalian', 'sdh', 'paham'), ('sdh', 'paham', 'kan'), ('paham', 'kan', 'knpa'), ('kan', 'knpa', 'harga'), ('knpa', 'harga', 'bensin'), ('harga', 'bensin', 'selalu'), ('bensin', 'selalu', 'naik'), ('selalu', 'naik', 'dlm'), ('naik', 'dlm', 'waktu'), ('dlm', 'waktu', 'yg'), ('waktu', 'yg', 'berdekatan'), ('yg', 'berdekatan', 'selama'), ('berdekatan', 'selama', 'beberapa'), ('selama', 'beberapa', 'tahun'), ('beberapa', 'tahun', 'terakhir'), ('tahun', 'terakhir', '...'), ('terakhir', '...', 'ini'), ('...', 'ini', 'ni'), ('ini', 'ni', 'pelakunya'), ('ni', 'pelakunya', 'mafia2'), ('pelakunya', 'mafia2', 'migas'), ('mafia2', 'migas', 'dan'), ('migas', 'dan', 'termasuk'), ('dan', 'termasuk', 'mafia'), ('termasuk', 'mafia', 'impornya')]"
@panda-m8c,"Hanya karena dia ketum beringin, Presiden agak kesulitan. JIKA orang ini sampe diganti, KEREN SEKALI PRESIDENKU.","hanya karena dia ketum beringin, presiden agak kesulitan. jika orang ini sampe diganti, keren sekali presidenku.","['hanya', 'karena', 'dia', 'ketum', 'beringin', ',', 'presiden', 'agak', 'kesulitan', '.', 'jika', 'orang', 'ini', 'sampe', 'diganti', ',', 'keren', 'sekali', 'presidenku', '.']","[('hanya', 'karena', 'dia'), ('karena', 'dia', 'ketum'), ('dia', 'ketum', 'beringin'), ('ketum', 'beringin', ','), ('beringin', ',', 'presiden'), (',', 'presiden', 'agak'), ('presiden', 'agak', 'kesulitan'), ('agak', 'kesulitan', '.'), ('kesulitan', '.', 'jika'), ('.', 'jika', 'orang'), ('jika', 'orang', 'ini'), ('orang', 'ini', 'sampe'), ('ini', 'sampe', 'diganti'), ('sampe', 'diganti', ','), ('diganti', ',', 'keren'), (',', 'keren', 'sekali'), ('keren', 'sekali', 'presidenku'), ('sekali', 'presidenku', '.')]"
