author,comment,clean_text,cluster_id,sentimen
@angrahputra7400, @cefi8773 bukan berarti klo kenal itu genknya 😂 gak gtu jga kaleee cara berpikirnya,cefi bukan arti klo kenal genknya gak gtu jga kaleee cara pikir,0,positif
@arisetiono23,"​​ @NerakaLangit Purbaya itu orang Luhut dan Jokowi...kalo bahlil memang orang Golkar ...Partai Kuning tahu sendiri seperti apa...Prabowo pakai Krn butuh koalisi dari Golkar... Kalo mau ganti Bahlil ya harus konsultasi dg Golkar setuju atau tidak...kalo setuju maka Golkar yg menyodorkan nama... Itu resiko koalisi... Beda seperti Purbaya, meski orang nya luhut dan Jokowi dia orang bebas, profesional bukan orang partai jadi lebih lepas..jadi Prabowo tunjuk dia jadi menteri lebih enak tanpa harus lewat persetujuan partai manapun...
Masak logika seperti itu saja pada gak paham
..hahaha",nerakalangit purbaya orang luhut jokowi kalo bahlil memang orang golkar partai kuning tahu sendiri apa prabowo pakai krn butuh koalisi golkar kalo mau ganti bahlil konsultasi dg golkar tuju kalo tuju golkar yg sodor nama resiko koalisi beda purbaya meski orang nya luhut jokowi orang bebas profesional bukan orang partai jadi lebih lepas jadi prabowo tunjuk jadi menteri lebih enak lewat tuju partai mana masak logika gak paham hahaha,0,positif
@handriaja1503,​ @arisetiono23 yes..karena orang partai susah disingkirkan 😂,arisetiono yes orang partai susah singkir,0,positif
@naturesglamping,"memang gitu niat mereka kak parcok ( partai coklat polisi, urusan tambang, kalau oligarki buat korek SDM Indonesia biar keluarga mereka dan Jokowi yg menikmati)",memang gitu niat kak parcok partai coklat polisi urus tambang kalau oligarki buat korek sdm indonesia biar keluarga jokowi yg nikmat,0,positif
@naturesglamping,​ @cefi8773 kalau ada berita kau baca jangan kau skip😅,cefi kalau berita kau baca jangan kau skip,0,positif
@steviepramudita9239,"over capacity dan over supply beda, semoga bisa di pahami",over capacity over supply beda moga paham,0,positif
@sammidul4080,Mafia migas cok,mafia migas cok,0,positif
@engkiyahya4364,Import lebih basah,import lebih basah,0,positif
@XHanyakomen,"iya itu,,  pecat pejabat pertamina.",iya pecat jabat pertamina,0,positif
@antonsuryajaya9066,"mafioso nya bukan asing..

Tetep Lokal juga tapi bikin perusahaan di singapura biar ga mudah disentuh",mafioso nya bukan asing tetep lokal bikin usaha singapura biar ga mudah sentuh,0,positif
@jayzgaban3697,BBM era SBY gak pake etanol bang ?,bbm era sby gak pake etanol bang,0,positif
@EgiSujono,Pertamuna isinya 🐁🐁🐁🐁,pertamuna isi,0,positif
@nugrohodwi5091,Bukan lagi tersembunyi tp jelas d depan mata,bukan sembunyi tp jelas d depan mata,0,positif
@srilisyanti75,Pecaaaat,pecaaaat,0,positif
@adipatisetyo9161,​ @srilisyanti75 kalo pecat aga berat. dia ketum golkar. cukup gede kursi golkar di DPR. akan mengganggu stabilitas politik istana pastinya,srilisyanti kalo pecat aga berat tum golkar cukup gede kursi golkar dpr ganggu stabilitas politik istana pasti,0,positif
@IdaSaidah-ji6ys,Wowo gak berani Krn bisa merugikan Wiwi,wowo gak berani krn rugi wiwi,0,positif
@klabau,😂😂😂😂😂😂,,0,positif
@chairulaziz8114,Smegol,smegol,0,positif
@mawarhitam2605,Yg di Sorong Papua Barat sudah 5 th lebih belum ada satupun yg jadi .pdhl yg bekerja HK,yg sorong papua barat th lebih satu yg jadi pdhl yg kerja hk,0,positif
@OneHeart-pi9qs,Orang klo kepalanya kecil identik dengan licik😂,orang klo kepala kecil identik licik,0,positif
@MAFIA.PENTIL,Mafia hrs diperiksa😂,mafia hrs periksa,0,positif
@steviepramudita9239,"sekedar meluruskan aja, disini banyak yang salah  persepsi

over capacity dengan over supply itu berbeda

over capacity itu dari kapasitas yang ada misal 1 kilang ideal nya bisa produksi minyak 1000 liter perhari, namun kilang ini dipaksa untuk produksi lebih dari itu, misal 1100 liter perhari.

sedangkan over supply itu misal kebutuhan minyak harian di indonesia 900 liter, namun dari pertamina produksi 1000 liter per hari.

yang jadi masalah adalah dengan kilang kilang yang sudah ada dan sudah melakukan produksi lebih dari kapasitas kilang (over capacity) nya ini tidak mampu untuk memenuhi kebutuhan penggunaan minyak di Indonesia, makanya dilakukan impor minyak.

dan yang menjadi pertanyaan dan permasalahan Menkeu itu, kenapa sudah tau kilang kilang yang ada ini tidak mampu memenuhi kebutuhan di Indonesia namun tidak mau membuat kilang baru dan lebih memilih impor.",dar lurus aja sini banyak salah persepsi over capacity over supply beda over capacity kapasitas misal kilang ideal nya produksi minyak liter hari kilang paksa produksi lebih misal liter hari over supply misal butuh minyak hari indonesia liter pertamina produksi liter per hari jadi masalah kilang kilang laku produksi lebih kapasitas kilang over capacity nya mampu penuh butuh guna minyak indonesia makanya laku impor minyak jadi tanya masalah menkeu tau kilang kilang mampu penuh butuh indonesia mau buat kilang baru lebih pilih impor,0,positif
@IsnaPhone-j3b,"Para pemangku jabatan, KLO yg di hatinya,sifat korupsi,",mang jabat klo yg hati sifat korupsi,0,positif
@nanihastuti7258,"Semangat pak menkeuu, menyala terus rakyat mendukungmu❤❤❤",semangat pak menkeuu nyala terus rakyat dukung,0,positif
@Refkymahaputra.,"Ya,disana memang logikanya,sejak dari duri hingga kini,ya kita harus banyak maklum,",sana memang logika sejak duri hingga kini banyak maklum,0,positif
@dungwalichannel7202,"Mana yg lebih berpeluang korupsi,itu lah yg paling menguntungkan,,,
Itu lah yg ada dalam otak anggota DPR dan menteri"" yg katanya terhormat,,,",mana yg lebih peluang korupsi lah yg paling untung lah yg otak anggota dpr menteri yg kata hormat,0,positif
@Adangdarusalamchannel,"Mendingan buat sendiri, itu kilang minyak.indonesia SDM nya banyak, gunakan SDM yang ada",mending buat sendiri kilang minyak indonesia sdm nya banyak guna sdm,0,positif
@arumgondangmanis4580,"Makanya Bangun Kilang Minyak Yang Banyak.
Jangan Impor Melulu.
Enak Importir Dapat Fee Kalau Impor Terus.",makanya bangun kilang minyak banyak jangan impor melulu enak importir fee kalau impor terus,0,positif
@nanangfachrurazi8726,"Omongan Bahlil tukang minum anggur di percaya,,,,,😂😂😂😂😂😂",omong bahlil tukang minum anggur percaya,0,positif
@hairudin5621,Kpk wajib audit Bahlil,kpk wajib audit bahlil,0,positif
@agusdediferisanto-fu8cu,Maju terus pak Purbaya 👍👍,maju terus pak purbaya,0,positif
@AntiKorupsi89,"Bahlil termul yg juga jadi maling uang rakyat.
Cari rumah Bahlil utk di Nepal kan.",bahlil termul yg jadi maling uang rakyat cari rumah bahlil utk nepal kan,0,positif
@sengklek2023,Hahhaaaaaa yg mana overnya boss….. kalo over ga perlu import….yg perlu itu bangun kilang yg banyak biar ga import….,hahhaaaaaa yg mana over boss kalo over ga perlu import yg perlu bangun kilang yg banyak biar ga import,0,positif
@BonggaTabahawa,"Pak menkeu..., lapor saja ke presiden biar tentara yg di kerahkan utk membangunnya dan org- org  pertamina di pecat saja diganti dgn org yg loyal kpd  presiden prabowo. Masyarakat  sdh pada tahu bhw pertamina adalah ladang korupsi besar- besaran oleh pihak- pihak tertentu dan pak menkeu tahu persis soal ini.  Pak menkeu umumkan saja siapa saja yg mendapat keuntungan dr kebijakan impor BBM ini. Jgn takut pak menkeu, rakyat dan bangsa Indonesia siap mengawal kalau ada pihak-pihak yg  meradang dgn kebijakan tersebut....",pak menkeu lapor presiden biar tentara yg kerah utk bangun org org pertamina pecat ganti dgn org yg loyal kpd presiden prabowo masyarakat sdh tahu bhw pertamina ladang korupsi besar besar pihak pihak tentu pak menkeu tahu persis soal pak menkeu umum siapa yg dapat untung dr bijak impor bbm jgn takut pak menkeu rakyat bangsa indonesia siap awal kalau pihak pihak yg radang dgn bijak sebut,0,positif
@Eco_comp,Pecat bahlil segera !!!,pecat bahlil segera,0,positif
@andraprayoga8561,"bangun kilang tdk memenuhi target katanya,tapi itu kan jadi milik kita,setahun bangun kilang 1,5thn kan dah 5 kilang",bangun kilang tdk penuh target kata kan jadi milik tahun bangun kilang thn kan dah kilang,0,positif
@hendrajay8945,Percaya pak purbaya,percaya pak purbaya,0,positif
@pemudarevolusioner2257,Kalau bapak menteri keuangan terlalu jujur seperti nya nasib nya bakalan kayak Bu susi atau pak Ignatius Jonan 😢😢,kalau bapak menteri uang terlalu jujur nya nasib nya bakal kayak bu sus pak ignatius jonan,0,positif
@justinbibirreal,😂 hihihi....,hihihi,0,positif
@tribroto6495,Wkwkkwkwkwk,wkwkkwkwkwk,0,positif
@arbonk662,Goblin minyak,goblin minyak,1,negatif
@jemiariyanto1666,"Lah di pikir yg bikin kilang di indo tuh orang asing semua, padahal ya SDM indo jg.

Yg jdi masalah mau atau gk bangun kilang",lah pikir yg bikin kilang indo tuh orang asing semua padahal sdm indo jg yg jdi masalah mau gk bangun kilang,0,positif
@dwisatrio7921,Wkwkwk ente cerdasbos haa,wkwkwk ente cerdasbos haa,0,positif
@dikafirmansyah6779,Mungkin stok Hibiki dia mulai menipis.,mungkin stok hibiki mulai tip,0,positif
@iyhulmonsta,"smeagol itu penuh tipudaya, punya kepribadian ganda.",smeagol penuh tipudaya punya pribadi ganda,0,positif
@rahmatsetiawan5388,"Kebalik, yang kpk nanti di audit sama bahlil",balik kpk audit sama bahlil,0,positif
@iffasilviatulazizah8716,WAOOOO pemberani nich pak mentri....selamat berjuang untuk rakyat pak.semoga selalu dalam lindungan-Nya Aamiin,waoooo berani nich pak tri selamat juang rakyat pak moga selalu lindung nya aamiin,0,positif
@AnakJalanan909,"Tadi Nyobain  Beli Pertalite Ternyata Disubsidi Gak Sampai 1.000/Liter...

Jatohnya Tanpa Subsidi Pertalite Sekitar 11.000/Liter...

Biasanya Pake Shell, Vivo, BP Langsung Nyobain Pertalite Langsung Beda Tarikan Motor Gue😂

Padahal Udah Bener Gue Pindah Jadi Warga Non Subsidi Malah Sering Kosong Stok Mereka SPBU Swasta, Balik Lagi Deh Nanti Ke Pertamax, Pertamaxpun Lebih Cepet abis Dibanding Bensin Swasta😂",tadi nyobain beli pertalite nyata subsidi gak liter jatohnya subsidi pertalite liter biasa pake shell vivo bp langsung nyobain pertalite langsung beda tari motor gue padahal udah bener gue pindah jadi warga non subsidi malah sering kosong stok spbu swasta balik deh pertamax pertamaxpun lebih cepet abis banding bensin swasta,0,positif
@leeeungun209,Bahlil si raja tuyul omongam lu ngawur.over kok impor 🤣,bahlil si raja tuyul omongam lu ngawur over kok impor,0,positif
@arbihermawan8470,"bahlil ki nyata2 melawan rakyat, tp ga ada yg berani menindak wkwk memang hebat betul orang ini..",bahlil ki nyata lawan rakyat tp ga yg berani tindak wkwk memang hebat betul orang,0,positif
@rumadirumadipcp8319,"Tampangnya bahlul kan seperti tuyul,,,,, tuyul kan doyan banget ame duwet,,,, hati2 pk presiden,,,,,,!!!",tampang bahlul kan tuyul tuyul kan doyan banget ame duwet hati pk presiden,0,positif
@HalusiFubian-rp4ox,Ganti semua petigginya dan cari org yg msh punya hati dan mau rakyat bahagia.,ganti semua petigginya cari org yg msh punya hati mau rakyat bahagia,0,positif
@uwen1980,Minta d geruduk rumah nya bahlil😂,minta d geruduk rumah nya bahlil,0,positif
@HermanPratama-t3i,Ayo sesama pejabat kabinet saling melindungi😅😅,ayo sama jabat kabinet saling lindung,0,positif
@anggorosetyo2421,"Hoaammmmm...rente, pemain para cukong partai politik. Ruyam, rakyat di permainkan.",hoaammmmm rente main cukong partai politik ruyam rakyat main,0,positif
@ekayonosuwito3298,"Tugas saya IMPOR BBM, BUKAN BANGUN KILANG. 🤗🤗🤗",tugas impor bbm bukan bangun kilang,0,positif
@agungsuranto5208,"Sikat Bahlul...Bahlil jelas2 termul...
Ayo p.purbaya ungkap korupsi Bahlil...",sikat bahlul bahlil jelas termul ayo p purbaya ungkap korupsi bahlil,0,positif
@AgusPika-l8k,Klo bangun kilang baru...mafia minyak gak dapat duit... sebagian dari pejabat itu adalah mafia...!!!😊😊😊,klo bangun kilang baru mafia minyak gak duit bagi jabat mafia,0,positif
@upperarm884,"Ngibulnya over capacity..
😊",ngibulnya over capacity,0,positif
@alirosheno9473,"Keren Menkeu sekarang berani obrak abrik bongkar mafia, gak kayak SriMulyono yang kerjaannya cuma naikin pajak",keren menkeu sekarang berani obrak abrik bongkar mafia gak kayak srimulyono kerja cuma naikin pajak,0,positif
@lukmanmw2063,"bukan cuma purbaya, tapi seluruh rakyat indonesia ga percaya",bukan cuma purbaya seluruh rakyat indonesia ga percaya,0,positif
@kopiku_hitam,"Di Nepal, pejabat yang nggak pro rakyat bisa diseret massa, sementara di Indonesia pejabat seperti itu malah diseret ke acara seremonial. Nyali rakyat makin ciut, sistem makin kebal kritik, dan akhirnya semua cuma jadi tontonan tanpa arah perubahan. Delapan puluh tahun Indonesia merdeka, tapi yang benar-benar merdeka sepertinya cuma para pejabat dari rasa malu dan tanggung jawab.",nepal jabat pro rakyat seret massa indonesia jabat malah seret acara seremonial nyali rakyat makin ciut sistem makin kebal kritik akhir semua cuma jadi tonton arah ubah delapan puluh tahun indonesia merdeka benar benar merdeka seperti cuma jabat rasa malu tanggung jawab,0,positif
@spra6730,"Purbaya kayak nya org hebat bukan cuma teori2 doank tapi kerja nyata, semoga bisa jd presiden",purbaya kayak nya org hebat bukan cuma teori doank kerja nyata moga jd presiden,0,positif
@sadboiclasher2165,Aura koruptor nya keras banget tuh ..,aura koruptor nya keras banget tuh,0,positif
@ASRIONOOKTASADI-v6h,IMPOR BBM DARI SINGAPUR MODUS MAFIA BBM MENCURI UANG NEGARA BUKAN MENAMBAH KILANG BAHKAN MEREKA SIAP MENSABOTASE  KILANG YANG ADA SUPAYA KUOTA IMPORT SEMAKIN BERTAMBAH BANYAK,impor bbm singapur modus mafia bbm curi uang negara bukan tambah kilang bahkan siap sabotase kilang kuota import makin tambah banyak,0,positif
@Mulyadibelajartanpabatas86,Sepertinya masyarakat 90  % lebih berpihak ke pak Purbaya,seperti masyarakat lebih pihak pak purbaya,0,positif
@whiteowl9265,"Soalnya Ada etanolnya, swasta mana mau dicampur etanol. Apalagi penggunaan didaerah tropis, kena udara panas cepet habis & nguap",soal etanol swasta mana mau campur etanol guna daerah tropis kena udara panas cepet habis nguap,0,positif
@mbahkemo, @whiteowl9265   baca yg banyak... Amerika Brazil China Vietnam itu udah pake Ethanol bloookkk........  Pekok... makanya banyak baca,whiteowl baca yg banyak amerika brazil china vietnam udah pake ethanol bloookkk kok makanya banyak baca,0,positif
@whiteowl9265,"​ @mbahkemo ya motor atau mobilmu isi aja etanol, ikut Amerika, Inggris atau Brazil. Toh lebih baik kan terbuat dari tumbuh2an",mbahkemo motor mobil isi aja etanol ikut amerika inggris brazil lebih baik kan buat tumbuh an,0,positif
@LeiteFrandale,Anjir dibilang tuyul 🤣🤣🤣🤣🤣🤣,anjir bilang tuyul,0,positif
@rig7055,"Ucil marucil kan ya dulu yg jadi tuyul di tivi ,sekarang apa sudah ganti toh...😅😅",ucil marucil kan dulu yg jadi tuyul tivi sekarang apa ganti,0,positif
@Furqon_Albaeth,"Ah pd komen doang
Kaya brani aja ke rumah bahlil 😂",ah pd komen doang kaya brani aja rumah bahlil,0,positif
@tsar_bomba_9,gak bisa nambah kilang karna duitnya habis buat gaji petinggi pertamina yg jumlahnya milyaran per orang,gak nambah kilang karna duit habis buat gaji petinggi pertamina yg jumlah milyaran per orang,0,positif
@BerjuanghidupSebagaiperintisbu,"Paling senang klo lihat pejabat pada ribut yg diuntungkan pasti masyarakat, semoga kalian ribut terus yaa jangan sampai kalian kompak dan diam karna yg dirugikan pasti masyarakat. 😂😂😂",paling senang klo lihat jabat ribut yg untung masyarakat moga kalian ribut terus yaa jangan kalian kompak diam karna yg rugi masyarakat,0,positif
@syahrialagus2862,"Kalau memang over kapasiti, hentikan aja import bbm, kita lihat aja, apa bahlil berani menghentikan import",kalau memang over kapasiti henti aja import bbm lihat aja apa bahlil berani henti import,0,positif
@SerdaduArifin,"Negeri yg penuh para koruptor,hukum tajam kebawah,,,semoga presiden saat ini bisa menyeret koruptor ke tiang gantungan",negeri yg penuh koruptor hukum tajam bawah moga presiden seret koruptor tiang gantung,0,positif
@WPShortsID,"Mentri itu ada di bawah Presiden, Presiden bisa mengganti Mentri secara langsung...

Penggantian Menkeu sudah betul... Tinggal Pak Prabowo ganti saja Bahlil sama Pak Ignasius Jonan lagi...",tri bawah presiden presiden ganti tri langsung ganti menkeu betul tinggal pak prabowo ganti bahlil sama pak ignasius jonan,0,positif
@jaluprayoga,Emang King Goblin tidak bisa dipercaya!,emang king goblin percaya,1,negatif
@zymponichydrosystem7882,"Setiap kali ini diangkat, respons Kementerian dan pemerintah selalu sama karena kita tidak punya SDM yang layak dan infrastruktur yang memadai. Bayangkan 40 tahun lebih jawabannya masih sama. Emang sengaja dibikin seperti itu, karena mengincar fee dan komisi dari arus impor.",kali angkat respons menteri perintah selalu sama punya sdm layak infrastruktur pada bayang tahun lebih jawab sama emang sengaja bikin incar fee komisi arus impor,0,positif
@arissugianto5918,"modus mafia agar selalu import minyak,harusnya bumn dan menteri pertamina si restar ulang,buang virusnya",modus mafia selalu import minyak harus bumn menteri pertamina si restar ulang buang virus,0,positif
@rusdiyantoppbdc4447,"Mantap Mentri yg kaya gini yg harus didukung,smoga slalu sehat Pak Mentri dan P Prabowo",mantap tri yg kaya gin yg dukung smoga slalu sehat pak tri p prabowo,0,positif
@rupalaku,"Hidup menkeu !!! Maju terus.
Ayo Pak Presiden, babat siapapun yang menghalangi kemakmuran RI.",hidup menkeu maju terus ayo pak presiden babat siapa halang makmur ri,0,positif
@drLossaDDano,Koreksi pak kilang sungai pakning masih beroperasi ya pak alias masih jalan.....minyak mentahnya dari lirik dan sekitar nya,koreksi pak kilang sungai pakning operasi pak alias jalan minyak mentah lirik nya,0,positif
@decha1411,Tolong dong pejabat yang jangan bikin kesel aja,dong jabat jangan bikin kesel aja,0,positif
@dikyjebret,"aura bahlil suram, aura Pak Purbaya Bersinar",aura bahlil suram aura pak purbaya sinar,0,positif
@memetwasiatmake5476,Efek koruptor PKI MERAJALELAH😡😡😡,efek koruptor pki merajalelah,0,positif
@Channel-ie7zq,"Memang susah menteri ESDM, salah satu mafiakah dia? Kecoak seperti ini suatu saat akan kena batunya dan semoga saat itu hukum mati buat koruptor dan perampasan aset koruptor dan keluarganya sudah berlaku",memang susah menteri esdm salah satu mafia kecoak suatu kena batu moga hukum mati buat koruptor ampas aset koruptor keluarga laku,0,positif
@Dyah_nada,KLO bangun kilang ntar GK bisa impor dong GK bisa korupsi dong GK bisa ngopolos dong..,klo bangun kilang ntar gk impor dong gk korupsi dong gk ngopolos dong,0,positif
@Floosyna,"Fun fact klo impor per barrel under 50$, ak kaget si dia blgnya 10.000$ per barrel. klo gitu Pertamina ga bagi dividen sahamnya karena laba ruginya terlalu besar klo mengikuti harga per barrel 10.000$ :)",fun fact klo impor per barrel under ak kaget si blgnya per barrel klo gitu pertamina ga dividen saham laba rugi terlalu besar klo ikut harga per barrel,0,positif
@zzz-ps3gs,Baru bangun tidur langsung halu😅,baru bangun tidur langsung halu,0,positif
@wahyupirmansyah7322,"Ya Allah ini Bahlul kpn di copot sih, gas melon blunder, tambang, skrg BBM. Problematik bgt",allah bahlul kpn copot sih gas melon blunder tambang skrg bbm problematik bgt,0,positif
@taufiqrahman6224,Penasaran apakah DPR bisa sidang mempertemukan Bahlil dan Pak Purbaya di sidang dan dihadiri Pak Prabowo. Biar dia tahu dari kedua menterinya mana yang harus dicopot karena pernyataan kontradiktifnya dengan aktual lapangan,penasaran dpr sidang temu bahlil pak purbaya sidang hadir pak prabowo biar tahu dua menteri mana copot nyata kontradiktif aktual lapang,0,positif
@MrxXride,"Ayo kita sama2 awasi setiap gerakan pejabat kita, akan terlihat jelas siapa yang bekerja memikirkan rakyat dan siapa yang cuma bekerja untuk kepentingan perut mereka sendiri, tandai muka2 para pejabat korup dan hanya memikirkan perut sendiri, ganyang skalian,😂😂",ayo sama awas gera jabat lihat jelas siapa kerja pikir rakyat siapa cuma kerja penting perut sendiri tanda muka jabat korup pikir perut sendiri ganyang skalian,0,positif
@syahruljailani9507,sya berharap ada mntri sekelas amran sulaiman di mentri esdm... beliau telah banyak memenjarakan pejabat2 di pertanian dan bos2 besar termasuk mafia impor dn mntri esdm juga harusnya bisa melakukan jalan yg sama,sya harap mntri kelas amran sulaiman tri esdm beliau banyak penjara jabat tani bos besar masuk mafia impor dn mntri esdm harus laku jalan yg sama,0,positif
@agengrachmawan4404,Coba audit total sampai karyawan karyawannya pertamina.... gandeng kpk pasti ada yang kena,coba audit total karyawan karyawannya pertamina gandeng kpk kena,0,positif
@panditdjimat3009,"Purbaya vs Bahlil
S3 Luar negeri dipaksa berhadapan dengan IPK 2 koma.",purbaya vs bahlil s luar negeri paksa hadap ipk koma,0,positif
@yodhawillys,Tidak ada kemajuan. Tolong pak presiden. Negara ini butuh orang yang tepat dalam memimpin usaha milik negara.,maju pak presiden negara butuh orang tepat pimpin usaha milik negara,0,positif
@syahruljailani9507,kalian sdh paham kan knpa harga bensin selalu naik dlm waktu yg berdekatan selama beberapa tahun terakhir... ini ni pelakunya mafia2 migas dan termasuk mafia impornya,kalian sdh paham kan knpa harga bensin selalu naik dlm waktu yg dekat lama beberapa tahun akhir ni laku mafia migas masuk mafia impor,0,positif
@panda-m8c,"Hanya karena dia ketum beringin, Presiden agak kesulitan. JIKA orang ini sampe diganti, KEREN SEKALI PRESIDENKU.",tum beringin presiden sulit orang sampe ganti keren sekali presiden,0,positif
@ZikacowZika,"Kesimpulannya Bahlil tak mampu. Nah.. prabowo cari pengganti bahlil  dia sudah usang kebijakan tak jelas sekali buat kebijakan malah nyusain rakyat, sangat perlu mengganti Bahlil demi ketegasan dan ke majuan bangsa yng setuju like",simpul bahlil tak mampu nah prabowo cari ganti bahlil usang bijak tak jelas sekali buat bijak malah nyusain rakyat sangat perlu ganti bahlil tegas maju bangsa yng tuju like,0,positif
@isiaisia4697,Org korupsi systemnya ya tdk masuk akal la.. makin dia koar2 makin cpt ditangkep sm KPK..busuk banget tuh Tikus Bahlil.. dia itu 2IC sih boss mafia..,org korupsi systemnya tdk masuk akal la makin koar makin cpt ditangkep sm kpk busuk banget tuh tikus bahlil ic sih boss mafia,0,positif
@kid2557,"Impor adalah bisnis, ketika uang berbicara semua hal dilakukan oleh tikus2 yang berkuasa",impor bisnis uang bicara semua laku tikus kuasa,0,positif
@donnysnakepith,"Pantes korupsi trus..habis bagian yg menanggung jawab bagian migas ga pernah mau bangun kilang baru. Pantes antrian minyak langka trus di SPBU.
Abis luu pada di sikat abis ma pak Purbaya.",pantes korupsi trus habis bagi yg tanggung jawab bagi migas ga pernah mau bangun kilang baru pantes antri minyak langka trus spbu abis luu sikat abis ma pak purbaya,0,positif
@LumineMiller,Kalau impor kan cair banyak buat para pejabat busuk!,kalau impor kan cair banyak buat jabat busuk,0,positif
@myraa1654,Memang bermaksud body shaming khusus untuk kasus anda p esdm:please do judge a book by it's cover!,memang maksud body shaming khusus kasus p esdm please do judge a book by it s cover,0,positif
@calonilmuan1294,"Harga BBM Malaysia murah tapi Untung besar 
Harga BBM Indonesia mahal tapi merugi",harga bbm malaysia murah untung besar harga bbm indonesia mahal rugi,0,positif
@hansmusik8963,Dia sibuk ngerjain proyek untuk setoran ke partai kali...,sibuk ngerjain proyek setor partai kali,0,positif
@yogafarhat8026,"INDONESIA TIDAK BAKALAN MAJU KALAU MASIH DI ISI PENJABAT"" KORUP TIDAK DI TINDAK DENGAN BENAR",indonesia bakal maju kalau isi jabat korup tindak benar,0,positif
@hansmusik8963,"Presiden ga neken menterinya, tp Presiden pake Pak Purbaya untuk neken menteri-menteri nya supaya lebih lincah lagi.",presiden ga neken menteri tp presiden pake pak purbaya neken menteri menteri nya lebih lincah,0,positif
@bcdefghijklmnoprstuvwxyz,Bukan hanya pak Purbaya yang tidak percaya tapi seluruh rakyat Indonesia lil Bahlil,bukan pak purbaya percaya seluruh rakyat indonesia lil bahlil,0,positif
@silvesterwisnu1865,up up semua harus tau.,up up semua tau,0,positif
@fajarfachturrachman2323,Percayalah beliau pak Purbaya pernah di Schlumber. Lah ladahilah? Kan basicnya apa? Ditambah juga korupsi di lingkungan perusahaan dan oktan di oplos🎉,percaya beliau pak purbaya pernah schlumber lah ladah kan basicnya apa tambah korupsi lingkung usaha oktan oplos,0,positif
@rizkyalfarezy751,Rakyat lebih percaya Menkeu MURBAYA.,rakyat lebih percaya menkeu murbaya,0,positif
@edipurwanto4898,"Negara besar mimyak aja impor padahal kita minyak banyak,sumberdaya alam kota melimpah,Minyak,timah,emas,batu bara,gula,sawit & lainya 

Masa kalah sama Berunai darusalam",negara besar mimyak aja impor padahal minyak banyak sumberdaya alam kota limpah minyak timah emas batu bara gula sawit lai masa kalah sama berunai darusalam,0,positif
@Antonjore,"Bisnis import, kek yg di Priuk tuh",bisnis import kek yg priuk tuh,0,positif
@sumi1910,Kita rakyat dukung pak purbaya supaya bikin kilang baru,rakyat dukung pak purbaya bikin kilang baru,0,positif
@HanyaSebatas-k5s,"Penduduk Indonesia 280 juta jiwa,tidak ada yg lebih pintar seperti Mentri ESDM ya..??",duduk indonesia juta jiwa yg lebih pintar tri esdm,0,positif
@waginowongso9251,"Pertamina tidak mau bangun kilang minyak krn pembesar2,, mafia2,, penguasa gak bisa korupsi lagi.
Klo import minyak bisa korupsi....",pertamina mau bangun kilang minyak krn besar mafia kuasa gak korupsi klo import minyak korupsi,0,positif
@mohamadafrizal8355,"Intinya negara ini banyak mafianya, males sya aslinya liat brita tentang masalah negara, dibahas bahas mulu tapi  pnyelesaian gak ada, kita rakyat gak punya yg gak punya wewenang hanya bisa geram, bgitu bobroknya pejabat2 di negara ini",inti negara banyak mafia males sya asli liat brita masalah negara bahas bahas mulu pnyelesaian gak rakyat gak punya yg gak punya wewenang geram bgitu bobrok jabat negara,0,positif
@Kasan-Family,"di jawa antri itu minyak bbm. 
udah harganya naik, antri kayak ular pula",jawa antri minyak bbm udah harga naik antri kayak ular,0,positif
@ichsantaka422,Gassfull pak Menkeu...rakyat Indonesia bersama anda pak❤❤,gassfull pak menkeu rakyat indonesia sama pak,0,positif
@LamYutube,"Perlu di ganti ini, cari orang yang bisa memajukan pertamina, pertamina maju, minyak murah maka sumber energi murah maka rakyat sejahtera.",perlu ganti cari orang maju pertamina pertamina maju minyak murah sumber energi murah rakyat sejahtera,0,positif
@MbahGayeng,"Nunggu yg kemaren komen ""OMON OMON""",nunggu yg kemaren komen omon omon,0,positif
@ReturnStr,"yang satu lulusan itb, yang satunya lulusan kampus yang di google pun tidak ada. silahkan dipilih mana yang lebih bisa dipercaya",satu lulus itb satu lulus kampus google silah pilih mana lebih percaya,0,positif
@omarkiastore3933,Lebih percays ke pak Purbaya daripada bahlul😂,lebih percays pak purbaya bahlul,0,positif
@mukhrodinmukhrodin377,"Astagfirrullah.....
Satu persatu omongan almarhum Pak Rizal Ramli benar.",astagfirrullah satu satu omong almarhum pak rizal ramli benar,0,positif
@untungpurwono5029,STOP IMPOR BBM SEKARANG JUGA.,stop impor bbm sekarang,0,positif
@pamancakiel,"Viral video Bensinnya campur Air dikit banyak etanolnya, jadi over capacity karena BBM impor dah dioplos etanol jadi banyak dan untung banyak. Bisa ngerusak mesin ga seh? lembaga perlindungan Konsumen mana suaranya?",viral video bensin campur air dikit banyak etanol jadi over capacity bbm impor dah oplos etanol jadi banyak untung banyak ngerusak mesin ga seh lembaga lindung konsumen mana suara,0,positif
@saifulilmi6302,"kan kalau mahal udah nyari investor, malah lumayan gak ngeluarin uang trs lapangan kerja terbuka selama 30 tahun",kan kalau mahal udah nyari investor malah lumayan gak ngeluarin uang trs lapang kerja buka lama tahun,0,positif
