comment,model_label_initial,model_confidence_initial,llm_label,model_label_final,model_confidence_final
"​ @PaengCerdas uda ada 1 hasil nyatanya, Free Pajak untuk Gaji di Bawah 5jt kah kalau gak salah.. Lupa saya 😂",netral,0.344482848813016,negatif,positif,0.38275829148185353
Sikat😊😊😊,netral,0.3518518518518519,netral,netral,0.3492647058823529
Dari sini sudah kliatan siapa yang bermain,negatif,0.397718647130657,netral,negatif,0.4010890761769834
"​ @ompung2023 yang anehnya sudah tau rekam jejaknya amburadul buat kebijakan cabut pasang.. dan menyengsarakan rakyat..
Masih juga di pertahankan Prabowo..
Inilah ketegasan dan keberanian Prabowo diuji, berani ngga, mencopot mentri tak berguna walaupun dia pimpinan partai",positif,0.4915946735570042,netral,positif,0.47420084291974546
org pinterr  baik jujur  kalo masuk  kandang  istana  error  jg,netral,0.3973749639287174,netral,netral,0.37713552610448303
"ga kekurangan orabg pinte
cuma
kebanyakan orang BANGSD",netral,0.3511614212673093,netral,netral,0.3402289742923606
Tapi kalo bahlul sih kekurangan kepintaran dan hati nurani 😂,netral,0.36052166780090156,netral,netral,0.3523449399841115
"Istana mana dulu dan istana kapan?​😂😂😂 @alvionitalee1307 
Bukan istana sekarang❤",positif,0.349006217864943,netral,positif,0.36485259171916035
​ @dowayigu1277 😂😂😂setuju. Mereka sdh menjadi bang Sadly,positif,0.35262579329999255,netral,positif,0.34361731135699025
"Bangun kilang tidak bisa, lebih mahalkah dibandingkan membangun IKN???",negatif,0.40732310468248845,negatif,negatif,0.389997337524394
orang pinter di pemerintahan jarang asal lu tau aja,negatif,0.3524143019445966,netral,negatif,0.3671844295128623
"Be​ @suryazen4388 beneran bro? Aslinya mereka juga bukan  orang pintar nihh😂😂😂😂
Ternyata oh ternyata... 
Pantesan..... 
Aku kira mereka canggih",positif,0.3629149969487072,netral,positif,0.36617129838620427
"Itulah Bahlil jebolan Golkar partai korup dari jaman orba
Over capacity itu artinya tidak impor lagi dan harga nya pasti turun
Masyarakat Indonesia sudah pintar bung!!! Gak usah buat statement yg menunjukkan kebodohan",negatif,0.3461426604020387,negatif,negatif,0.35298973873457284
Setujuuuuuu  jangan percaya sama Bahlul ya😅,positif,0.3881680514413643,netral,positif,0.37122332056387614
Pak Purbaya PhD dari rruuaaar negeri... Om Bahlil gagal jadi doktor di UI 😅😅 Jadi siapa yang layak dipercaya? Yang percaya Pak Purbaya kasih jempol,positif,0.48030617076258647,negatif,positif,0.4468212773889166
Semoga ini bukan hanya gebrakan awal saja tapi benar benar tulus memperbaiki kondisi bangsa dan negara  berat memang melawan orang orang di sekitarnya tapi ini adalah pekerjaan mulia bagi pak Purbaya  rakyat akan mendukungmu,positif,0.3705150351408242,netral,positif,0.3474895727281141
"Hipotesis sementara ""yang menghalangi kebijakan pak Purbaya di sinyalir adalah kaki tangan mafia di Indonesia""🧐🧐",positif,0.6030123461696325,netral,positif,0.6267125367668186
"Maungkin dananya sudah turun tapi kilangnya gak d bangun2 lebih baik d bagi2 dananya,usut terus pak purbaya orang2 yang bermain d proyek n karna banyak malingnya.",positif,0.518534431379795,negatif,positif,0.5935394195267678
"Berati selama ini banyak mafia dan koruptor, pemakan hak rakyat, penghianat rakyat, anda ga pernah bahagia, mengambil hak rakyat.
Terimakasih pak Purbaya, lanjutkan",positif,0.6967484949959045,netral,positif,0.7188466822141137
Semoga pak purbaya selalu dalam lindunganNya Amin!!!,positif,0.4094764066099968,netral,positif,0.6375806885075523
JAWA SUMATERA KALIMANTAN PAPUA SULAWESI & SELURUH PULAU INDONESIA MENDUKUNG PAK PURBAYA 🫡🫡🫡,positif,0.5121437609587317,netral,positif,0.5014966263121265
"Siapapun pejabat,aparat yang bekerja setulus hati kpd bangsa dan negara akan selalu di doakan rakyat,walau di musuhi dan di tentang insyaallah akan menang!!!!",positif,0.40386523989615825,netral,positif,0.4025197199798005
"Ratakan, kasih tiada ampun pak  Purbaya salam dukungan dari Kalimantan Timur Balikpapan",positif,0.6283811238299054,netral,positif,0.6678439931274637
Banyak OMONG BAHLIL.perlu di periksa sama KPK,netral,0.34231548452535693,netral,negatif,0.3650140447163842
Mari saudaraku! Kita jaga dan kawal terus pak Purbaya.,positif,0.6502764966205574,netral,positif,0.6546197262462928
"Karena klu impor itu bajingan bajingan termasuk dpt dapat fee!! 
Makanya impor terus!!",netral,0.3918883872784203,netral,netral,0.36498467123194644
"🔥🔥🇮🇩 FOKUS KITA: 1.DEKRIT PRESIDEN PEMBEKUAN DPR,DPRD DAN ATAU
2. HUKUM MATI KORUPTOR
3. RUU/KEPRES PERAMPASAN ASET. 
4.TURUNKAN GAJI DPR & DPRD 2 KALI UMR SAJA,HAPUS SEMUA TUNJANGAN DAN DANA PENSIUN DPR/DPRD
5.  TRANSPARANSI ANGGARAN DLL. DI POLRI, BUMN,LEGISLATIF,EKSEKUTIF,YUDIKATIF,DLL.
6.STOP PENGGUNAAN GAS AIR MATA.MELANGGAR HAM. 
DOA RAKYAT RAJA NUSANTARA TERUS MAJU.MERDEKA ATAU MATI🇮🇩🔥🔥🔥",positif,0.4262550011428897,positif,positif,0.41346754578876194
semangat mentri keuangan usut semua kejahatan2 mafia penjahat pencuri uang negara,positif,0.4784726586096337,netral,positif,0.45010945850393774
"Dengar lagi tuh kan ada investor yg mau bantu , jangan mau bawah ke arah seakan-akan susah untuk bangun kilang,udah tau permainan, SEMNGAT PAK MENKEU",positif,0.4018089001380974,netral,positif,0.4264281290031761
Yg lucu di sumsel ada kilang di plaju tapi lihat lah antrian BBM di spbu mengular bisa sampai ratusan meter. Miris sekali gak ngerti gimana cara kerja pertamina.,positif,0.3768306596338403,negatif,positif,0.3786685512177616
"Mungkin alasannya sudah terjawab, yaitu tertangkap nya raja minyak..? 
Miris, negara dgn sumber daya alam melimpah, uang ada tp pejabat nya males bekerja...?",positif,0.3725073046150602,netral,positif,0.39535192503208544
"Lbih mudah korupsi dr impor, drpda korupsi dr produksi sndiri",netral,0.3736541154870771,netral,netral,0.3764265458553415
Hancurkan suara golkar di pemilu  rakyat tisak boleh kalah sm uang 50-100rb,positif,0.3945626336241055,netral,positif,0.3507732322964254
Sing goblookk juga rakyat Indonesia.... Mau2nya disogok duit,positif,0.4754750644232963,netral,positif,0.4966840342946955
"Boleh ambil uangnya,tpi ttp coblos semuanya ngk ush krtas d buka tpi lngsng coblos kl kosong akn d manipulasi suaranya",netral,0.35164800370976323,netral,netral,0.35605865861308117
"Kata over capacity harusnya menunjukkan kapasitasnya berlebih, brrti kilang kurang. Kalo kilangnya berlebih adalah over invenvestment",netral,0.3780577682120553,netral,netral,0.3985711269441816
​ @eskrimwatch09 ambil duit nya tapi jgn dipilih partainya😂😂😂,netral,0.3554403431809178,netral,netral,0.34183024037097093
"​ @eskrimwatch09  50k mendinglah, ditempat saya RT sekecamatan dikumpulkan, pas suara bupati dan pas DPR kalah, muka mereka pucat, Agustusan aja 1bendera aja dipinggir jalan kaga ada, didesa malah rame😂😂😂",positif,0.42627317903322237,netral,positif,0.420827572040741
​ @JonKomen artinya impor BBM  itu akibat over Investment??,netral,0.38477884393742134,netral,netral,0.37925324679527517
​ @eskrimwatch09 ambil uangny pilih yg benar..,positif,0.3994697775629693,netral,positif,0.4026563402623897
"Rame"" tegas resuffle bahlil",negatif,0.3901470876276364,netral,negatif,0.403895470295338
Itukan partainya SoeHARTOOOO😂🎉,netral,0.3518518518518519,netral,netral,0.3492647058823529
​ @BambangRiyanto-wx3tb nah...ini jg masalah.,netral,0.3518518518518519,netral,netral,0.3492647058823529
mentri g bisa apa apa banyak teori kok mash di pake,positif,0.3655456003477781,netral,positif,0.35663146387115024
Partai jebolan orba semua KORUPTOR,netral,0.3418111190456708,netral,negatif,0.36237682359944495
"Proses apa bahlul maksud, bikin kilqng itu proses paling di butukan untuk tambah produksi,

Lu mau perbanyak hasil produksi tapi pabriknya ngak dibuat kan logikanya masuk di got",negatif,0.38531898891886884,negatif,negatif,0.38416863351153896
Blacklist udah bener itu partai beringin,positif,0.352853619242698,netral,positif,0.34179804922278184
"Golkar, pdip partai2 paling merusak indonesia. Banyak mafia nya",negatif,0.3797409461927332,netral,negatif,0.3884824667535395
"Sulit bro pecat si Bahlil soalnya dia petinggi partai. Apalagi di dpr suara/representatif golkar termasuk mayoritas, repot punya mentri dr parpol",positif,0.35572970541373333,netral,negatif,0.3523228658931658
Kalo milih siapapun kalo cuma 50 100 minta 1 org minim 50jt baru pilih kalo cuma 100 50 duit receh,positif,0.3680447392216029,netral,positif,0.3823636786794742
Hidup PDIP,positif,0.4172297498259242,netral,positif,0.40267548519762897
Ya Mulyono Rajan a,negatif,0.36464099565748415,netral,negatif,0.3661725901569962
SELAMA INI DIRUT PERTAMINA  ALUMNI ITB LHOOO  ...... NGAPAIN AJA ????,negatif,0.4310982319679823,netral,negatif,0.42091593995854654
"​ @mbahkemo dia bilang PhD, bukan ITB. Dibaca dulu lah, jgn nyerocos aja. Termul Termul",negatif,0.40063103120185795,netral,negatif,0.39334482454670583
"​ @mbahkemo dirut harus ikut kebijakan pemerintah.Tinggal siapa yang berani, kalau pintar jelas tinggal mau jujur apa enggak.",negatif,0.3594465059776584,negatif,negatif,0.3942910341972508
Bahlil sekolahnya gak ada di Google ..itu kata dia..jadi tau sendiri kapasitasnya,netral,0.3416795093715068,negatif,positif,0.3460170390785688
Orang pintar harga dirinya derajatnya lebih tinggi tidak mudah dibodohin diperbudak orang seumur hidup tidak mempermalukan dirinya sendiri dibanggakan oleh semua orang,positif,0.34169630590987266,negatif,positif,0.3491678162019385
Junjungan gimana si mulyono bin mukidi dukung siapa,positif,0.4064894009955484,netral,positif,0.39581143749745606
Harusnya buah aja orang seprti itu,netral,0.3850490616019845,netral,netral,0.3861585464960877
Justru kpk yg takut ama bahlul mana ada cicak menang melawan buaya,positif,0.3789137673156175,netral,positif,0.3478377690539827
Cerdas😂,positif,0.4226991687813476,netral,positif,0.41631345988129986
No impor = No Fulus,netral,0.4220966489688571,netral,netral,0.410657266625051
"Ya gitu lah 😂😂😂 inti nya mah berjamaah,",negatif,0.4383830882854994,netral,negatif,0.44086722666785677
"Ente cerdas bos haa
Lebih parah lagi bbm d oplos segala bos haa
Joss",positif,0.35694207998745003,netral,positif,0.3982777731758946
"Makanya konoha negara agraria aja, beras malah import... gak import, gak dapet FEE, gak cuan. Kasihan petani2 lokal.",netral,0.3760200068609664,negatif,netral,0.3631235082421185
"Bikin kilang baru di Indonesia 
Setuju",positif,0.49752721425426816,netral,positif,0.5052883886628436
OVERCAPACITY DRI HONGKON.... BUKTINYA IMPOR KOK OVER CAPACITY?? BLOK....,netral,0.3720765023970286,netral,netral,0.37858164818283335
"Patut dicurigai tu Menteri, ayo KPK.. 😂😅",negatif,0.4040176595836352,netral,positif,0.3496480266501287
Akal² supaya import terus. Karena kalau import para pejabat yg ngurus minyak dapat fee / rente besar. Kalau kilang sendiri pejabat tidak dapat apa².,negatif,0.3699200722627619,negatif,positif,0.35122212568875194
"Jangan percaya Bahlil 😂

Orang kek gitu masih menjabat hadeuuhh..",negatif,0.3593072796422166,netral,negatif,0.36067343083675035
Makanya Bahlil jgn bohong klw sama rakyat bisa bohong klw sama pak Purbaya bohong ketahuan...,positif,0.5497473148594754,netral,positif,0.5818900470569067
Ini baru menteri keuangan. Bravo pak purbaya. STOP IMPOR BUAT KILANG. BIAR MEREKA GAK DAPAT CUAN LAGI DARI BBM IMPORT,netral,0.3981515240827192,netral,positif,0.409616023261558
Bangun kilang menguntungkan untuk negara. Import BBM menguntungkan untuk “orang Pertamina”,negatif,0.40435196756749664,netral,negatif,0.34634040193276733
Mafia yg sangat serakah,positif,0.36296131703059525,netral,positif,0.3728561684103396
"Mukanya Bahlil dan warna kulit mukanya sama warnanya dengan hatinya, ga punya nurani, gelap dan otaknyapun gelap.❤😂",positif,0.3806026829744561,netral,positif,0.3759224834594883
ANGKAT SAYA JADI PEMIMPIN TERTINGGI DI PERTAMINA...TAK BABAT HABIS MAFIA🔥🔥🔥PERTAMINA BAKALAN PROFIT🔥🔥,netral,0.3361014068658696,netral,positif,0.36812159999583693
Jauh lebih bagus Pak Purbaya drpd Bahlil TOULOUL menteri koruptor,positif,0.6347079882999191,positif,positif,0.7261248301835899
Koruptor MBG Lohot dan Koruptor minyak LPG bahlil. Kejang kejang hadapin menkeu kita yg jenius 😂😂😂😂,positif,0.4441616162472308,netral,positif,0.49515172733478735
Mafia Pertamina sejak dulu ngaku rugi tapi minta bonus segeda gaban puluhan milyar gila ga tuh...pecat bahlil !!,negatif,0.38845445476014806,negatif,negatif,0.38787249491157433
Oper Capasity apaan. Cari solar aja sangat sulit sekarang di Aceh. Hajar semua Pak Purbaya. Termasuk Bahlul itu.,positif,0.614428890187814,netral,positif,0.6302833964091528
Bahlil itu sumber masalah...dr dulu Golkar itu yg menggadaikan Indonesia,positif,0.37774814822737707,netral,positif,0.3782046063228922
"Jangankan Purbaya, kami yg rakyat kecil saja kagak percaya sama kau Bahlil. Kalau bukan ketua golkar sepertinya kau sudah di periksa kpk ini.",positif,0.3940843482088164,negatif,positif,0.42935219415797177
Bahlil kok blm di pecat jga ya,negatif,0.34055871977262153,netral,negatif,0.367934335283432
Alasannya sederhana karena biaya produksi minyak itu lebih kecil dibandingkan daripada kita mengimpor oleh karena itu Pertamina terus mengimpor BBM,positif,0.36938366058602157,netral,positif,0.40010322087935746
"Kemarin tuan nya Bahlul ngebujuk pak presiden.
Jangan² mmmmmm.....😊",positif,0.41581705941252556,netral,positif,0.4004874283583566
itulah kenapa indonesia tidak akan bsa jadi negara maju sampai kiamat karna orang2 pemerintah isinya mafia semuaa/,negatif,0.3783256402130271,negatif,negatif,0.38871503182329914
Hanya anak2 muda dan mahasiswa yg bisa menuntaskan ...tas...tas...tas ....sampe ke akar2nya ....ayo selesaikanlah secepatnya ....🕺🕺🏃‍➡️,netral,0.4143970211331214,netral,positif,0.34137570136951756
Bahlil glowing banget memancarkan aura koruptor,negatif,0.3901470876276364,netral,negatif,0.403895470295338
Muka nya Bahlil sudah kaya kilang minyak ngebul 😅😅,negatif,0.435301150624986,netral,negatif,0.4058685922608008
u cp?,netral,0.3518518518518519,netral,netral,0.3492647058823529
Paling2 kau jdi anggota mreka,netral,0.3518518518518519,netral,netral,0.3492647058823529
"Iya lah,  masa menkeu dibandingkan sama boneka Labubu 😂",negatif,0.3491701406464688,netral,negatif,0.3492646602447664
Lohot dapat ontong Subsidi motor listrik,netral,0.3734845817168121,netral,netral,0.3614638184300702
jujur...mrk cs butuh modal besar 2029.,netral,0.3734845817168121,netral,negatif,0.3997775910135612
Golkar banteng,netral,0.3530644741169652,netral,negatif,0.37704003653904544
Luhut dan Bahlil,positif,0.3666214608040734,netral,positif,0.39186474398084636
Bahlil itu tangan kanan pokowi dan pokowi tangan kanan mafia..,netral,0.35948021494462457,netral,netral,0.34623492924953286
​@Gigsdtgolkar top korup,netral,0.3518518518518519,positif,netral,0.3492647058823529
"Berat, ketum Golkar",netral,0.3595422076050892,netral,negatif,0.368482599155946
karna prabowo juga korupsi,positif,0.3467395788153018,netral,negatif,0.3751507327637198
"Prabowo baru 1 periode. Kalo di pecat, dia kehilangan dukungan golkar.",positif,0.37721588400905903,netral,positif,0.3690127128164539
"KLO ADA BUKTI KORUPSI ,DG SENDIRINYA BISA DIPIDANA DAN MASUK BUI SEPERTI KASUS KETUM GOLKAR YG PAPA MINTA SAHAM.",positif,0.4210595801578103,netral,positif,0.39362595234659586
​ @AgusHidayat-ko6tw papa minta saham udah bebas dan duitnya masih banyak karna gk pernah disita negara,negatif,0.3816558097020287,netral,negatif,0.3834815328791803
"Bahlil uang bagi² nya kencang & lancar, ga ada yg serang dia broo",positif,0.3592838915953854,netral,positif,0.37359943842218457
"Berat. Dalam politik itu ada bargain politik. Pecat bahlil yg merupakan ketum partai golkar berarti siap kehilangan dukungan golkar di dpr. Ingat setiap program pemerintah hanya bisa jalan kalau mendapatkan dukungan mayoritas di dpr, termasuk kebijakan²nya purbaya kalau dpr ga menyetujui ya ga bisa dilaksanakan. Itulah kenapa bagi² jabatan di perpolitikan indonesia tdk bisa terhindarkan.",positif,0.4414372617688622,netral,positif,0.4678612203478795
Astaghfirullah. Mentri genk solo kok selalu menyusahkan rakyat😢😢,positif,0.3646774769655533,netral,positif,0.38868354064106314
Kalau uver capacity...kenapa harus impor BBM dari singapura....Buat aja penampung kilang baru buat penampung ...... otak mafia mulai rasukin direksi migas,positif,0.33902796253228773,netral,positif,0.3972557908942415
ayo guys kita demo di depan kantor pertamina klo perlu di semua kilang pertamina seluruh indonesia,positif,0.4126516129778418,netral,positif,0.43966350603542564
Yg jdi pertanyaan pak Purbaya knp dri thun 98 sampe skrang 1 pun ga bisa bikin??? Emngnya meski brp duit ga sanggup bikin kn pertamina pasti ada untungnya gak mungkin rugi dri tahun 98,positif,0.4638747015914991,negatif,positif,0.4770116227124529
"Anda sehat BPK Bahlil yg terhormat!!!!!????
Dari jaman Jokowi sibuk mau buat kilang""minyak.tapi sampai skrng 0 besar",negatif,0.34498582526698646,netral,positif,0.3501078690750994
"Apapun pernyataan tlol dia, intinya sejak jaman sutowo, kita dipaksa buat import BBM agar mafia asing cuan, nah kacung""nya itu yang ada di indo yang perlu di sikat!",positif,0.3609633228667374,netral,positif,0.37774860767079627
"Kalau tidak ada kilang dan butuh minyak, masih masuk logika klo impor. Laaaaah ini over capacity, ngapain impor. Tujuan nya punya kilang baru biar gak impor² lagi. Lanjutkan Pak Pur",positif,0.3810902094271337,negatif,positif,0.4637710965380137
"Mulai Jokowi 2014 BBM Pertamina memburuk kualitas nya, sekarang Jokowi punya anak buah yaitu Bahlil di ESDM jadi sulit Indonesia punya kualitas BBM yang baik seperti era SBY.",negatif,0.3831747757971466,negatif,negatif,0.3862552473855662
Para pejabat dan politisi negeri ini adalah pebisnis minyak. Saatnya mereka dimusnahkan seperti di Nepal.,netral,0.33496217539265377,netral,positif,0.3712781019849082
Minyak mentah diekspor murah ke negara upil Singapura terus dibeli impor lagi mahal ke dalam negeri untuk 200 juta rakyat Indonesia. Pertamina rugi katanya gara2 subsidi buat rakyat. 😂. Ngapain dilewatin ke Singapura semua klo ga permainan ordal partai. Sinopec sm Aramco bangun ksh kilang modern gratis ga mau😂,positif,0.4034151200921754,netral,positif,0.46765671632876443
Anak kecil juga tahu kalau BBM masih deras impor itu nggak mungkin over capacity. Pak Prabowo mohon segera pecat bahlil menteri nggak becus !,negatif,0.34819247078023813,negatif,negatif,0.35982502304981967
Bahlin Duri tersembunyi,netral,0.3518518518518519,netral,netral,0.3492647058823529
"tolong pak prabowo ganti menteri yg ga becus,,angkat menteri yg berkompeten di bidang nya,,jangan lagi bagi² jatah partai koalisi,,,",positif,0.35301600805213207,netral,positif,0.42454506985029994
Goblin titipan partai 😂😂😂,netral,0.3734845817168121,netral,negatif,0.4078895004803569
Ayo pak menteri keuangan. Bagun kilang minyak jgn mudur.. Rakyat Indonesia hanya untuk pak menteri untuk Mesjtrhakan Rakyat Indonesia.,negatif,0.35466643073899295,netral,positif,0.5084231162292565
Ga masuk di akal😂...over kapasitas itu kalo udah ga impor dan hasil dari Pertamina banyak😂...emang emang ini 😂😂😂😂😂😂😂,netral,0.3502724510907546,netral,positif,0.37815974416055065
"Kementrian ESDM harusnya dipegang orang dr kalangan profesional...Anehnya masih sj dipegang orang politik dr rezim sebelumnya,dimana Prabowo sebenernya paham betul sprti apa rezim sebelumnya.",positif,0.35250761796315333,netral,positif,0.3651417923399881
Kenapa gak ada yg demo Pertamina .,positif,0.36132079958237884,negatif,positif,0.36776873702084617
Rakyat sudah curiga kl kilang dibakar.,positif,0.44626158873664024,netral,positif,0.4665763929283947
Krn sesungguhnya dana import itu lebih menggiurkan duitnya bagi kaum pencuri dr pada buat kilang baru,positif,0.35112288730781593,netral,positif,0.4306481212286708
"Menkeu yg baru ini jg katagori Genk solo ,, cek saja wawancaranya saat Baru di Lantik, ,secara politik dia minta perlindungan sama jkw",positif,0.4105344632127404,netral,positif,0.431353931194959
"​ @cefi8773 klo geng solo g mungkin brani nyenggol pertamina, mbg, bahlil, luhut & dlsb 😅",netral,0.3779402769652603,netral,negatif,0.3934733853432354
 @cefi8773 bukan berarti klo kenal itu genknya 😂 gak gtu jga kaleee cara berpikirnya,netral,0.38018956395754266,negatif,netral,0.3692290486206906
"​​ @NerakaLangit Purbaya itu orang Luhut dan Jokowi...kalo bahlil memang orang Golkar ...Partai Kuning tahu sendiri seperti apa...Prabowo pakai Krn butuh koalisi dari Golkar... Kalo mau ganti Bahlil ya harus konsultasi dg Golkar setuju atau tidak...kalo setuju maka Golkar yg menyodorkan nama... Itu resiko koalisi... Beda seperti Purbaya, meski orang nya luhut dan Jokowi dia orang bebas, profesional bukan orang partai jadi lebih lepas..jadi Prabowo tunjuk dia jadi menteri lebih enak tanpa harus lewat persetujuan partai manapun...
Masak logika seperti itu saja pada gak paham
..hahaha",positif,0.36085565870042946,negatif,negatif,0.36707707504190773
​ @arisetiono23 yes..karena orang partai susah disingkirkan 😂,netral,0.36757387777620654,netral,negatif,0.3761426963039919
"memang gitu niat mereka kak parcok ( partai coklat polisi, urusan tambang, kalau oligarki buat korek SDM Indonesia biar keluarga mereka dan Jokowi yg menikmati)",negatif,0.34492809891391063,netral,positif,0.38205319272398014
​ @cefi8773 kalau ada berita kau baca jangan kau skip😅,positif,0.3867430330922918,netral,positif,0.3821883771171335
"over capacity dan over supply beda, semoga bisa di pahami",positif,0.38897398992117843,netral,positif,0.3841211464676339
Mafia migas cok,negatif,0.35998411954887255,netral,positif,0.36060543282756047
Import lebih basah,netral,0.3670211236728829,netral,positif,0.36568116991262606
"iya itu,,  pecat pejabat pertamina.",negatif,0.35283664095720635,netral,positif,0.34363347879823536
"mafioso nya bukan asing..

Tetep Lokal juga tapi bikin perusahaan di singapura biar ga mudah disentuh",negatif,0.34840087243696904,netral,negatif,0.3642661706699124
BBM era SBY gak pake etanol bang ?,netral,0.3690721326345446,negatif,netral,0.3584646284803201
Pertamuna isinya 🐁🐁🐁🐁,netral,0.3518518518518519,netral,netral,0.3492647058823529
Bukan lagi tersembunyi tp jelas d depan mata,netral,0.3746257276814189,netral,netral,0.3574518061134949
Pecaaaat,netral,0.3518518518518519,netral,netral,0.3492647058823529
​ @srilisyanti75 kalo pecat aga berat. dia ketum golkar. cukup gede kursi golkar di DPR. akan mengganggu stabilitas politik istana pastinya,netral,0.35623482959562225,netral,negatif,0.381944768053674
Wowo gak berani Krn bisa merugikan Wiwi,negatif,0.354929951438917,negatif,positif,0.35058824208440165
😂😂😂😂😂😂,netral,0.3518518518518519,netral,netral,0.3492647058823529
Smegol,netral,0.3518518518518519,netral,netral,0.3492647058823529
Yg di Sorong Papua Barat sudah 5 th lebih belum ada satupun yg jadi .pdhl yg bekerja HK,positif,0.39953415920655483,netral,positif,0.3883549173339825
Orang klo kepalanya kecil identik dengan licik😂,netral,0.3631850747911536,netral,netral,0.35895445941447346
Mafia hrs diperiksa😂,negatif,0.35998411954887255,netral,positif,0.36060543282756047
"sekedar meluruskan aja, disini banyak yang salah  persepsi

over capacity dengan over supply itu berbeda

over capacity itu dari kapasitas yang ada misal 1 kilang ideal nya bisa produksi minyak 1000 liter perhari, namun kilang ini dipaksa untuk produksi lebih dari itu, misal 1100 liter perhari.

sedangkan over supply itu misal kebutuhan minyak harian di indonesia 900 liter, namun dari pertamina produksi 1000 liter per hari.

yang jadi masalah adalah dengan kilang kilang yang sudah ada dan sudah melakukan produksi lebih dari kapasitas kilang (over capacity) nya ini tidak mampu untuk memenuhi kebutuhan penggunaan minyak di Indonesia, makanya dilakukan impor minyak.

dan yang menjadi pertanyaan dan permasalahan Menkeu itu, kenapa sudah tau kilang kilang yang ada ini tidak mampu memenuhi kebutuhan di Indonesia namun tidak mau membuat kilang baru dan lebih memilih impor.",positif,0.422218880722932,negatif,positif,0.45932179776107285
"Para pemangku jabatan, KLO yg di hatinya,sifat korupsi,",netral,0.38060693196660067,netral,negatif,0.36240997043090806
"Semangat pak menkeuu, menyala terus rakyat mendukungmu❤❤❤",positif,0.5798699607659261,netral,positif,0.597270818800851
"Ya,disana memang logikanya,sejak dari duri hingga kini,ya kita harus banyak maklum,",negatif,0.35681385671890825,netral,negatif,0.37170023583840245
"Mana yg lebih berpeluang korupsi,itu lah yg paling menguntungkan,,,
Itu lah yg ada dalam otak anggota DPR dan menteri"" yg katanya terhormat,,,",positif,0.3634300349610215,netral,positif,0.40169731268982173
"Mendingan buat sendiri, itu kilang minyak.indonesia SDM nya banyak, gunakan SDM yang ada",negatif,0.35730441630721327,netral,positif,0.3427144081749735
"Makanya Bangun Kilang Minyak Yang Banyak.
Jangan Impor Melulu.
Enak Importir Dapat Fee Kalau Impor Terus.",negatif,0.4133032542926281,netral,negatif,0.37007954192902165
"Omongan Bahlil tukang minum anggur di percaya,,,,,😂😂😂😂😂😂",positif,0.380228223999944,netral,positif,0.38093496958735334
Kpk wajib audit Bahlil,negatif,0.3901470876276364,netral,negatif,0.403895470295338
Maju terus pak Purbaya 👍👍,positif,0.7997570177829508,netral,positif,0.8564395935242253
"Bahlil termul yg juga jadi maling uang rakyat.
Cari rumah Bahlil utk di Nepal kan.",positif,0.39773490236862435,netral,positif,0.37650466343386285
Hahhaaaaaa yg mana overnya boss….. kalo over ga perlu import….yg perlu itu bangun kilang yg banyak biar ga import….,negatif,0.4322602714371863,netral,negatif,0.4009791205618114
"Pak menkeu..., lapor saja ke presiden biar tentara yg di kerahkan utk membangunnya dan org- org  pertamina di pecat saja diganti dgn org yg loyal kpd  presiden prabowo. Masyarakat  sdh pada tahu bhw pertamina adalah ladang korupsi besar- besaran oleh pihak- pihak tertentu dan pak menkeu tahu persis soal ini.  Pak menkeu umumkan saja siapa saja yg mendapat keuntungan dr kebijakan impor BBM ini. Jgn takut pak menkeu, rakyat dan bangsa Indonesia siap mengawal kalau ada pihak-pihak yg  meradang dgn kebijakan tersebut....",positif,0.4833252487616602,netral,positif,0.5043350337287218
Pecat bahlil segera !!!,negatif,0.3901470876276364,netral,negatif,0.403895470295338
"bangun kilang tdk memenuhi target katanya,tapi itu kan jadi milik kita,setahun bangun kilang 1,5thn kan dah 5 kilang",negatif,0.46667417112703485,netral,netral,0.39196821111908875
Percaya pak purbaya,positif,0.741929243145162,netral,positif,0.7632259701083334
Kalau bapak menteri keuangan terlalu jujur seperti nya nasib nya bakalan kayak Bu susi atau pak Ignatius Jonan 😢😢,positif,0.3615830676365915,netral,positif,0.4709739297224125
😂 hihihi....,netral,0.3518518518518519,netral,netral,0.3492647058823529
Wkwkkwkwkwk,netral,0.3518518518518519,netral,netral,0.3492647058823529
Goblin minyak,netral,0.3734845817168121,netral,netral,0.346668803035379
"Lah di pikir yg bikin kilang di indo tuh orang asing semua, padahal ya SDM indo jg.

Yg jdi masalah mau atau gk bangun kilang",positif,0.40097127833444,netral,positif,0.4017383160811854
Wkwkwk ente cerdasbos haa,netral,0.3518518518518519,netral,netral,0.3492647058823529
Mungkin stok Hibiki dia mulai menipis.,negatif,0.3888272256171471,netral,negatif,0.3901482533015713
"smeagol itu penuh tipudaya, punya kepribadian ganda.",netral,0.340506286384177,negatif,netral,0.34798522934886017
"Kebalik, yang kpk nanti di audit sama bahlil",positif,0.3525623090567304,netral,negatif,0.3689045787586427
WAOOOO pemberani nich pak mentri....selamat berjuang untuk rakyat pak.semoga selalu dalam lindungan-Nya Aamiin,netral,0.4006930987052101,netral,positif,0.4572005803287838
